0.00000, 0.22712
0.00100, 0.22712
0.00205, 0.20098
0.00398, 0.20098
0.00774, 0.23366
0.01585, 0.30229
0.03244, 0.34804
0.06641, 0.40033
0.12915, 0.50163
0.26438, 0.62582
0.54117, 0.77614
1.05250, 0.75000
2.04697, 0.87418
21.54435, 0.87418
